student_id,gender,ssc_percentage,hsc_percentage,degree_percentage,cgpa,entrance_exam_score,technical_skill_score,soft_skill_score,internship_count,live_projects,work_experience_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status,salary_package_lpa
328,Female,80,51,50,9.27,87,91,64,5,0,1,0,80,3,Yes,0,0.0
329,Male,91,73,89,7.6,66,76,49,3,5,17,5,86,4,No,0,0.0
330,Female,88,85,84,5.56,60,52,89,2,4,0,5,65,0,No,1,10.99
331,Male,91,77,84,8.0,71,60,69,1,3,23,4,84,3,No,0,0.0
332,Female,93,76,95,8.94,88,93,60,3,2,15,0,77,0,No,1,12.39
333,Female,59,57,94,6.28,85,75,41,2,2,6,0,93,2,No,0,0.0
334,Male,51,56,86,5.64,50,91,81,2,1,11,3,71,0,Yes,1,11.25
335,Male,86,56,72,6.88,81,93,90,0,3,5,5,74,0,Yes,1,7.68
336,Male,91,94,73,8.24,64,46,78,0,4,18,1,92,4,Yes,0,0.0
337,Female,55,63,53,6.38,64,49,74,1,1,9,3,83,1,Yes,0,0.0
338,Male,90,68,85,5.64,89,42,97,5,4,7,4,95,1,No,1,10.67
339,Female,75,58,56,6.22,89,92,91,2,1,4,3,93,1,No,1,12.52
340,Female,93,78,78,9.8,68,89,90,1,1,12,3,97,5,No,0,0.0
341,Female,61,93,86,6.47,67,91,69,1,3,0,4,89,1,Yes,1,6.07
342,Female,89,68,72,8.36,64,43,82,1,2,2,5,60,1,No,1,12.22
343,Male,71,92,74,8.94,58,93,58,5,4,19,5,84,1,No,1,4.3
344,Male,55,84,83,8.42,74,99,84,1,1,18,5,75,1,No,1,5.16
345,Male,74,81,84,8.07,88,91,71,4,3,2,2,68,0,No,0,0.0
346,Female,82,55,61,8.16,63,74,58,5,1,24,0,79,5,No,0,0.0
347,Female,71,95,51,8.26,53,85,54,0,5,19,5,68,3,No,0,0.0
348,Male,63,52,82,8.78,82,44,77,0,4,14,5,97,0,No,0,0.0
349,Male,83,68,88,9.02,40,42,51,1,5,20,2,78,4,No,0,0.0
350,Female,94,52,86,7.02,62,76,87,3,5,19,5,75,4,No,0,0.0
351,Female,60,61,50,5.83,60,48,96,2,4,4,3,98,1,No,1,11.14
352,Female,88,75,57,9.18,50,74,47,5,4,13,1,65,1,Yes,1,6.75
353,Female,92,90,82,8.56,97,80,58,2,3,1,3,72,5,No,0,0.0
354,Female,53,62,51,8.96,78,54,72,5,3,7,3,71,1,Yes,1,10.36
355,Female,70,84,91,9.03,73,56,46,0,0,20,2,83,5,Yes,0,0.0
356,Female,58,78,73,8.28,87,52,82,2,2,7,1,76,3,Yes,0,0.0
357,Female,63,67,59,9.43,43,96,45,4,3,20,1,85,2,No,1,7.96
358,Female,87,91,94,5.56,43,53,81,0,3,9,1,63,1,Yes,0,0.0
359,Female,78,90,86,6.51,81,67,78,4,3,13,0,88,4,No,0,0.0
360,Male,54,84,68,5.99,90,72,67,5,0,16,2,69,5,No,0,0.0
361,Female,66,82,63,8.94,81,45,75,3,3,6,4,60,5,No,0,0.0
362,Female,89,92,57,7.71,67,86,93,0,2,3,4,87,5,No,0,0.0
363,Male,56,85,95,8.35,62,64,73,4,1,21,1,60,5,No,0,0.0
364,Female,87,63,59,5.63,71,80,98,3,5,7,3,99,3,No,0,0.0
365,Male,91,93,65,9.66,74,68,54,3,4,12,0,69,2,No,1,3.66
366,Male,78,70,67,8.15,55,74,90,1,3,15,3,81,2,Yes,1,8.08
367,Male,81,56,83,7.53,53,80,49,0,4,18,0,81,4,Yes,0,0.0
368,Male,59,52,68,5.86,48,75,89,5,0,8,2,71,2,No,1,6.62
369,Male,50,51,55,5.92,53,89,53,1,4,1,2,92,2,Yes,0,0.0
370,Female,68,76,67,7.95,58,66,66,3,5,14,1,69,3,Yes,0,0.0
371,Female,79,63,85,8.55,70,92,78,4,1,3,5,94,5,No,0,0.0
372,Female,52,67,55,9.27,65,90,83,1,1,0,4,64,4,No,0,0.0
373,Male,83,78,79,7.47,47,71,71,5,0,20,2,72,4,No,0,0.0
374,Male,57,92,67,5.62,54,62,83,5,4,18,5,72,1,No,0,0.0
375,Female,61,53,57,9.69,48,45,94,1,4,1,1,79,4,No,0,0.0
376,Female,94,59,79,6.45,49,47,62,5,1,16,0,86,0,No,0,0.0
377,Male,85,91,87,7.88,99,63,43,3,0,0,5,81,1,Yes,0,0.0
378,Male,79,72,72,8.46,77,81,92,1,5,16,4,70,1,No,1,4.06
379,Male,83,86,51,6.63,49,55,92,2,3,8,2,83,4,No,1,4.97
380,Male,66,50,68,7.26,98,71,69,5,0,10,4,74,1,Yes,1,5.23
381,Female,91,89,74,5.99,88,80,54,3,5,3,0,63,5,Yes,0,0.0
382,Male,52,74,63,7.6,43,48,61,4,3,24,4,89,3,Yes,0,0.0
383,Male,56,61,52,7.29,64,98,84,3,5,22,0,68,1,Yes,1,13.92
384,Female,86,63,73,9.3,73,70,42,0,1,0,1,64,3,No,0,0.0
385,Female,67,51,71,9.29,92,80,64,5,2,19,5,81,2,Yes,1,3.52
386,Female,94,51,89,8.41,64,63,64,4,4,19,2,99,1,Yes,1,11.73
387,Male,72,85,61,7.93,41,98,58,0,1,1,3,91,0,Yes,1,6.9
388,Male,69,90,95,7.36,53,62,96,3,0,3,1,90,2,No,1,12.48
389,Female,53,82,77,7.56,41,52,91,4,3,7,4,93,3,Yes,0,0.0
390,Female,54,65,64,9.16,76,68,48,3,0,21,5,97,2,Yes,1,3.01
391,Female,87,81,89,9.19,82,56,41,4,5,22,3,86,2,No,0,0.0
392,Female,87,89,72,8.09,77,50,83,1,3,13,1,85,1,No,0,0.0
393,Male,81,62,67,6.31,66,73,89,4,0,20,2,86,1,Yes,1,4.44
394,Male,65,95,80,5.87,60,78,42,1,0,3,1,63,3,Yes,0,0.0
395,Male,65,74,84,7.54,65,61,63,4,2,18,5,96,0,No,1,5.11
396,Female,90,60,92,8.25,58,69,53,4,0,19,4,70,1,Yes,1,14.91
397,Female,70,54,79,9.35,54,66,92,0,4,19,0,74,2,No,1,14.15
398,Female,86,65,59,5.77,66,94,95,0,4,5,5,99,0,Yes,1,11.47
399,Female,61,60,52,9.47,44,97,70,5,0,11,2,92,4,No,0,0.0
400,Male,53,88,84,5.69,70,67,81,3,5,19,2,74,5,Yes,0,0.0
401,Male,71,63,80,6.07,90,80,68,3,0,24,4,96,2,No,1,12.93
402,Female,60,51,92,5.85,70,59,49,2,0,18,0,93,4,Yes,0,0.0
403,Female,60,55,62,8.07,84,90,40,0,3,6,2,67,1,No,0,0.0
404,Male,53,56,78,7.23,88,83,48,1,3,22,4,78,1,No,1,11.32
405,Female,84,67,68,7.25,64,92,77,1,1,12,5,88,4,No,0,0.0
406,Female,77,83,57,9.18,60,62,41,3,4,11,1,80,3,Yes,0,0.0
407,Female,61,68,53,8.95,89,88,57,0,1,20,2,70,1,No,1,14.21
408,Male,57,65,77,6.02,73,97,76,5,4,20,5,76,2,Yes,1,6.15
409,Male,70,88,69,9.47,60,78,74,3,3,18,3,64,5,Yes,0,0.0
410,Female,87,58,74,8.72,57,95,88,3,2,11,5,60,5,Yes,0,0.0
411,Female,60,95,59,6.98,45,49,64,0,5,8,4,91,0,No,0,0.0
412,Female,94,72,55,6.19,96,99,91,1,4,7,1,78,3,Yes,0,0.0
413,Male,61,55,57,9.56,47,46,46,2,4,4,1,69,1,No,0,0.0
414,Male,79,50,92,5.57,65,67,88,5,4,12,3,73,4,Yes,0,0.0
415,Male,93,50,73,8.85,71,53,49,3,4,9,5,60,3,Yes,0,0.0
416,Male,61,63,92,8.17,63,98,73,4,1,23,0,90,1,No,1,3.62
417,Male,82,64,61,9.04,98,41,56,5,5,6,1,94,1,Yes,0,0.0
418,Female,79,59,67,6.56,48,85,58,3,1,8,0,88,4,Yes,0,0.0
419,Male,70,86,76,7.36,97,78,99,4,0,5,5,60,5,No,0,0.0
420,Female,80,86,74,8.66,48,40,46,0,2,0,4,86,1,Yes,0,0.0
421,Female,67,54,80,5.61,86,99,75,3,0,2,0,91,1,No,1,7.46
422,Female,79,88,52,9.46,54,91,60,5,5,4,2,91,1,Yes,1,9.09
423,Female,65,74,82,7.37,84,80,75,3,1,19,3,73,1,No,1,10.56
424,Female,55,53,81,8.76,47,73,48,5,4,10,4,98,2,Yes,1,5.18
425,Female,73,94,50,6.73,86,95,80,1,5,1,4,85,5,No,0,0.0
426,Male,95,66,50,7.6,58,59,44,3,4,6,3,62,4,No,0,0.0
427,Female,56,73,89,5.86,65,80,50,5,3,19,4,69,0,No,1,8.59
428,Male,79,82,80,5.56,71,87,57,4,2,6,1,98,0,No,1,12.18
429,Female,82,68,57,7.17,73,44,58,0,5,11,3,70,4,Yes,0,0.0
430,Male,87,62,61,5.68,42,99,53,2,3,6,0,62,1,No,0,0.0
431,Female,54,85,77,6.48,80,53,94,2,5,12,5,80,4,No,0,0.0
432,Female,92,68,85,9.8,63,92,72,0,0,0,4,65,2,No,1,10.58
433,Female,54,89,94,6.75,69,92,57,4,3,24,4,90,4,Yes,0,0.0
434,Male,91,86,52,9.57,86,73,43,1,0,0,0,61,5,Yes,0,0.0
435,Male,51,70,52,7.57,95,87,49,0,0,6,2,73,2,Yes,0,0.0
436,Male,78,68,93,9.25,74,48,49,0,0,21,2,73,4,No,0,0.0
437,Male,92,57,69,5.95,43,59,72,3,1,23,3,78,0,Yes,1,6.29
438,Female,74,63,91,8.42,53,87,83,3,0,7,0,68,2,Yes,1,3.52
439,Male,83,82,62,6.74,56,40,91,4,0,18,0,86,5,No,0,0.0
440,Male,88,59,89,8.5,94,92,63,2,4,2,1,89,4,Yes,0,0.0
441,Female,83,94,57,9.49,72,49,48,2,5,17,4,92,0,No,1,14.37
442,Female,86,80,56,5.98,73,60,65,2,1,21,3,69,0,Yes,0,0.0
443,Male,55,71,87,8.22,92,78,41,0,1,16,3,79,1,Yes,1,5.43
444,Female,60,80,74,7.31,60,80,46,5,5,2,1,82,5,No,0,0.0
445,Female,89,92,72,6.53,92,81,52,3,4,15,5,80,5,Yes,0,0.0
446,Female,79,67,57,5.72,92,64,66,3,1,23,1,77,2,Yes,0,0.0
447,Female,64,50,92,6.93,77,64,92,1,4,4,5,73,4,Yes,0,0.0
448,Male,85,64,75,5.62,41,46,45,3,5,13,1,67,2,No,0,0.0
449,Male,81,84,94,6.29,52,95,46,0,0,0,1,98,0,No,0,0.0
450,Male,85,66,83,8.31,90,40,97,0,2,2,2,92,4,No,0,0.0
451,Female,89,50,68,6.62,78,72,97,3,0,10,4,64,5,No,0,0.0
452,Female,76,69,78,7.06,51,51,58,1,5,20,0,99,1,No,0,0.0
453,Male,84,87,52,6.26,95,92,90,5,1,4,5,94,5,Yes,0,0.0
454,Female,77,51,78,6.42,88,42,92,1,2,6,2,64,3,No,0,0.0
455,Male,60,61,83,7.67,73,62,49,2,3,22,2,67,0,Yes,0,0.0
456,Female,68,69,71,9.43,56,48,94,3,3,9,4,74,2,No,1,8.79
457,Female,70,75,92,6.2,80,48,73,4,3,9,5,84,0,Yes,1,12.71
458,Female,77,74,59,7.09,79,85,81,5,4,13,2,65,4,No,0,0.0
459,Female,60,64,54,5.68,83,85,65,4,4,1,1,69,3,No,0,0.0
460,Female,90,69,83,9.02,52,77,97,4,0,0,1,92,2,Yes,1,9.29
461,Female,73,78,64,5.92,40,46,52,0,5,16,1,80,1,Yes,0,0.0
462,Female,94,69,61,8.22,95,82,83,5,4,15,5,93,0,Yes,1,7.83
463,Female,57,91,85,9.48,74,41,48,5,1,7,3,97,2,No,0,0.0
464,Male,72,56,61,7.3,57,67,59,2,0,21,3,83,3,No,0,0.0
465,Female,74,62,71,8.58,96,61,74,2,0,11,2,61,1,Yes,1,11.93
466,Female,71,94,85,7.77,96,92,98,1,2,8,3,77,1,No,1,6.2
467,Female,80,77,64,7.12,93,69,64,0,1,3,5,89,3,No,0,0.0
468,Female,80,81,68,8.75,96,49,74,2,1,4,5,98,4,Yes,0,0.0
469,Female,73,92,88,6.95,92,55,49,4,4,23,5,93,5,Yes,0,0.0
470,Female,76,76,51,6.33,58,89,46,1,4,10,0,91,2,No,0,0.0
471,Female,79,83,76,6.1,87,70,64,5,5,24,0,64,3,Yes,0,0.0
472,Female,63,60,60,6.25,58,44,86,5,1,24,3,60,1,Yes,1,4.42
473,Male,83,57,87,6.62,96,41,44,3,0,10,3,78,3,No,0,0.0
474,Male,63,57,66,6.92,56,63,92,2,1,23,4,69,1,No,1,10.34
475,Male,85,61,80,8.72,49,94,59,3,4,6,4,60,0,No,1,12.97
476,Male,65,84,50,6.95,78,90,59,0,4,21,5,65,5,No,0,0.0
477,Male,90,66,53,9.67,90,75,94,1,1,11,1,98,0,No,1,9.62
478,Male,77,89,65,7.25,50,50,61,3,0,7,4,98,0,No,0,0.0
479,Female,85,64,56,7.69,70,96,62,4,2,12,4,62,4,No,0,0.0
480,Female,53,54,53,7.96,40,74,74,3,2,16,2,67,4,No,0,0.0
481,Male,91,93,77,5.91,72,80,56,4,0,22,0,72,0,No,0,0.0
482,Female,78,94,93,6.01,40,93,72,5,1,1,2,81,4,Yes,0,0.0
483,Female,83,75,86,8.88,74,68,77,4,3,15,3,88,1,No,1,6.44
484,Female,89,64,68,8.92,42,44,99,4,5,24,0,96,2,No,1,9.02
485,Male,76,66,65,7.27,93,81,99,2,0,21,4,75,2,Yes,1,10.35
486,Male,88,62,81,7.99,56,54,40,2,2,15,3,67,2,No,0,0.0
487,Male,51,69,80,8.41,49,93,80,5,5,1,1,60,0,No,1,4.59
488,Male,77,81,64,8.63,58,47,99,0,0,19,2,73,0,No,1,11.78
489,Male,56,82,77,6.23,88,85,68,1,5,19,4,79,3,No,0,0.0
490,Female,61,54,82,9.64,76,65,77,3,5,8,2,71,3,No,0,0.0
491,Male,52,57,72,7.2,92,74,76,4,2,2,4,70,0,No,1,6.9
492,Male,86,79,58,7.34,51,50,96,2,1,10,2,67,2,No,1,11.28
493,Male,89,93,74,8.59,49,98,74,4,0,23,3,73,3,No,0,0.0
494,Female,54,74,91,7.37,53,70,52,0,4,6,3,96,4,No,0,0.0
495,Male,70,53,61,9.25,41,87,70,5,2,3,1,75,1,No,1,5.36
496,Female,76,56,56,7.55,41,42,91,2,3,18,1,73,4,No,0,0.0
497,Female,52,76,82,8.78,85,82,97,2,1,12,1,63,0,No,1,6.53
498,Male,50,63,74,9.61,86,83,95,1,5,15,1,99,0,No,1,8.05
499,Male,84,70,71,9.76,57,65,62,0,5,21,3,65,1,No,1,12.41
500,Female,80,76,58,9.58,67,61,48,5,5,3,1,88,3,Yes,0,0.0
501,Male,88,77,61,5.98,83,44,75,0,1,20,4,75,0,Yes,0,0.0
502,Male,67,78,78,7.49,87,57,67,1,1,19,2,87,0,Yes,0,0.0
503,Female,73,58,73,8.13,74,78,51,5,1,19,0,80,5,Yes,0,0.0
504,Male,51,56,87,5.8,87,65,56,2,2,3,3,94,2,Yes,0,0.0
505,Male,72,75,62,6.86,56,86,69,5,5,11,4,87,1,Yes,1,8.81
506,Male,64,82,90,8.1,62,69,67,2,3,4,1,99,1,No,1,13.22
507,Female,74,75,62,6.76,66,86,78,4,3,21,4,97,1,No,1,9.52
508,Male,80,82,89,5.51,92,56,78,4,2,19,4,63,5,No,0,0.0
509,Female,58,64,69,8.37,59,99,49,1,3,24,5,99,4,No,0,0.0
510,Male,68,55,84,6.91,50,48,80,0,1,8,1,97,5,No,0,0.0
511,Female,95,54,68,6.7,95,46,90,1,1,7,5,86,0,No,1,9.84
512,Female,58,60,74,6.37,71,82,83,1,5,4,0,93,1,Yes,1,10.41
513,Female,86,60,69,8.04,75,96,53,3,2,14,4,78,5,Yes,0,0.0
514,Male,71,58,90,6.04,73,48,69,1,1,21,0,71,1,Yes,0,0.0
515,Male,74,80,88,6.36,60,60,50,0,2,17,5,69,2,Yes,0,0.0
516,Female,68,79,71,6.73,98,92,47,0,0,8,1,90,3,Yes,0,0.0
517,Female,92,71,91,7.76,70,98,80,2,1,16,1,71,5,No,0,0.0
518,Female,80,69,74,7.84,46,82,49,3,1,24,4,87,1,Yes,1,12.34
519,Female,85,58,82,8.78,80,57,55,1,4,7,1,75,5,Yes,0,0.0
520,Female,85,82,84,8.6,96,63,63,5,3,23,2,71,2,No,1,10.81
521,Female,81,55,92,8.1,96,93,62,1,4,13,5,73,2,No,1,4.03
522,Female,78,62,92,8.13,62,54,44,3,4,13,4,90,0,Yes,0,0.0
523,Male,63,74,50,9.75,88,46,75,4,3,2,2,66,4,No,1,8.8
524,Male,89,64,68,7.77,60,81,83,1,2,18,5,75,5,Yes,0,0.0
525,Male,53,62,58,7.3,63,76,87,2,5,15,1,74,5,No,0,0.0
526,Female,73,70,51,9.16,43,44,42,4,5,12,3,91,3,No,0,0.0
527,Male,95,88,54,9.56,66,51,43,5,5,19,5,83,3,No,0,0.0
528,Male,66,63,75,5.58,41,76,81,4,0,18,1,65,2,Yes,1,11.03
529,Female,72,82,95,9.0,66,58,74,1,0,9,0,71,2,No,0,0.0
530,Male,56,82,62,7.32,86,75,90,0,4,7,0,67,0,No,0,0.0
531,Male,62,95,77,9.45,42,76,56,4,3,12,3,88,4,No,0,0.0
532,Male,86,79,70,8.81,60,53,64,4,2,3,0,89,1,Yes,1,9.11
533,Male,53,77,68,6.58,70,51,81,5,4,8,5,86,2,No,1,4.81
534,Female,78,81,80,7.97,90,98,71,5,0,21,4,82,5,No,0,0.0
535,Female,70,78,53,6.13,66,52,81,1,0,9,2,93,5,Yes,0,0.0
536,Female,51,52,90,5.53,73,93,40,4,2,8,5,61,4,No,1,12.96
537,Male,75,78,80,8.24,95,95,52,0,2,8,3,91,1,Yes,1,3.75
538,Female,81,60,93,7.72,43,42,58,0,2,17,5,81,4,No,0,0.0
539,Female,86,73,52,9.13,69,44,58,1,5,20,3,86,2,No,0,0.0
540,Male,84,55,94,9.2,96,62,68,5,3,23,1,68,4,No,0,0.0
541,Male,82,56,80,7.98,52,45,50,0,4,6,3,68,0,Yes,0,0.0
542,Male,92,86,56,6.34,57,69,82,3,5,14,3,62,4,No,1,7.26
543,Male,72,70,59,8.75,93,45,47,4,1,8,2,92,0,Yes,0,0.0
544,Male,90,70,68,6.94,71,70,90,4,2,11,3,71,2,Yes,0,0.0
545,Male,64,52,95,9.57,63,82,71,4,4,21,2,91,3,Yes,1,13.02
546,Female,64,92,74,7.08,83,79,41,1,1,0,5,66,2,No,0,0.0
547,Male,71,60,53,6.35,90,51,68,4,1,11,1,83,1,No,0,0.0
548,Male,81,53,74,8.72,72,72,96,5,0,14,1,76,1,Yes,1,10.27
549,Male,57,65,66,9.44,74,44,48,3,2,7,2,75,4,No,0,0.0
550,Male,84,60,62,7.75,75,98,95,0,2,8,3,79,1,Yes,1,9.56
551,Female,78,87,64,7.22,60,91,46,1,5,24,1,81,4,No,0,0.0
552,Male,73,67,62,7.63,72,94,79,5,0,22,3,70,2,Yes,1,14.68
553,Female,63,65,95,7.87,51,42,86,4,2,0,3,79,3,No,0,0.0
554,Male,78,59,62,7.13,99,50,79,4,3,24,0,74,4,Yes,0,0.0
555,Male,52,89,65,6.63,64,75,48,2,4,8,4,99,1,No,0,0.0
556,Female,80,79,51,9.16,63,48,59,0,0,3,5,79,4,No,0,0.0
557,Female,84,93,60,8.82,91,96,69,0,3,24,1,84,4,No,0,0.0
558,Male,58,68,89,8.82,93,51,61,2,1,16,5,85,2,Yes,1,3.52
559,Female,80,60,58,6.63,75,68,93,4,1,24,3,94,5,No,0,0.0
560,Female,58,76,76,9.48,78,45,48,3,3,13,2,81,1,Yes,0,0.0
561,Female,72,72,89,9.57,99,64,72,2,3,23,1,62,0,Yes,1,8.81
562,Male,79,59,79,5.84,91,48,89,3,3,9,5,97,2,No,1,3.73
563,Female,95,60,91,5.58,85,88,58,4,1,11,4,73,0,Yes,1,14.26
564,Female,93,53,95,7.04,92,87,86,1,4,10,1,77,2,No,1,3.15
565,Male,94,76,74,8.47,96,54,85,5,4,21,3,89,5,No,1,13.49
566,Male,92,94,66,6.17,70,41,59,3,1,12,4,71,0,Yes,0,0.0
567,Male,67,62,69,5.63,77,95,94,4,0,3,2,65,2,Yes,1,5.47
568,Male,50,56,52,6.76,72,42,90,3,4,16,1,62,2,No,0,0.0
569,Female,88,95,58,7.9,85,90,40,5,0,22,0,95,3,Yes,1,10.4
570,Male,94,51,56,5.99,81,88,62,5,2,4,5,74,3,Yes,0,0.0
571,Male,91,90,63,7.21,86,92,75,4,4,16,0,69,5,No,0,0.0
572,Female,86,59,50,8.04,59,95,93,4,0,10,1,60,0,No,1,11.33
573,Male,64,84,65,6.71,95,45,61,0,0,16,4,76,0,No,0,0.0
574,Male,58,91,55,6.66,76,62,52,0,5,17,0,92,4,Yes,0,0.0
575,Male,82,78,67,5.99,52,62,66,0,4,15,1,69,1,Yes,1,13.95
576,Female,70,62,61,8.02,99,82,87,3,5,0,1,78,0,Yes,1,13.29
577,Female,94,82,60,9.2,57,62,67,5,4,22,4,83,5,No,0,0.0
578,Female,68,79,81,7.41,51,59,89,2,4,8,0,67,5,Yes,0,0.0
579,Male,89,94,84,9.19,85,93,73,4,2,19,2,60,5,No,0,0.0
580,Male,83,58,68,7.1,45,52,45,4,5,11,1,64,2,No,0,0.0
581,Male,86,51,55,9.03,85,73,86,1,3,9,4,99,2,No,1,6.16
582,Female,77,54,53,7.2,58,92,41,3,2,24,1,97,3,No,0,0.0
583,Male,91,58,89,8.44,94,83,40,1,1,10,3,71,3,Yes,0,0.0
584,Female,72,92,52,5.59,65,40,40,3,5,4,0,87,0,No,0,0.0
585,Female,55,86,95,6.35,52,45,88,0,5,14,3,65,1,Yes,0,0.0
586,Male,67,90,59,9.65,64,94,57,1,0,6,4,95,4,Yes,0,0.0
587,Male,56,51,64,6.11,69,93,51,3,0,17,0,64,3,Yes,0,0.0
588,Female,65,85,54,9.34,99,60,51,4,0,22,3,77,0,No,1,5.23
589,Male,73,58,57,9.46,48,75,57,1,0,5,4,91,2,Yes,0,0.0
590,Male,81,69,70,8.55,82,84,46,4,3,0,4,97,5,No,0,0.0
591,Male,68,91,58,6.14,47,83,45,4,0,8,1,72,4,Yes,0,0.0
592,Female,58,93,59,7.7,49,67,76,0,0,17,1,80,3,Yes,0,0.0
593,Male,93,58,75,7.51,84,65,75,4,4,15,2,93,0,No,1,10.07
594,Male,58,83,84,6.78,61,50,58,1,1,16,0,89,1,Yes,0,0.0
595,Male,62,61,69,7.57,90,92,84,4,2,0,1,75,0,No,1,7.08
596,Female,75,91,54,9.42,91,79,60,3,3,13,2,66,3,Yes,0,0.0
597,Male,88,88,84,6.45,43,88,43,5,4,15,1,62,0,Yes,1,3.51
598,Female,81,78,84,7.81,62,49,99,3,1,14,4,79,0,Yes,1,9.54
599,Female,91,87,91,7.49,96,67,97,0,3,0,0,85,2,No,1,3.59
600,Female,57,80,67,9.69,90,60,76,5,3,1,4,86,2,Yes,1,10.63
601,Male,77,65,64,9.63,58,60,85,3,4,24,5,62,5,No,0,0.0
602,Female,81,79,82,5.57,59,94,48,0,4,20,4,95,5,Yes,1,14.52
603,Male,81,86,59,8.54,68,76,50,4,4,4,5,70,3,No,0,0.0
604,Male,94,76,88,9.69,90,95,57,1,2,6,3,96,4,No,0,0.0
605,Female,74,87,81,7.47,76,55,52,3,3,19,5,61,0,Yes,1,3.58
606,Male,74,54,74,9.62,45,49,76,4,2,22,3,93,1,Yes,0,0.0
607,Female,51,52,58,7.51,64,42,90,0,4,11,5,85,0,No,1,11.98
608,Male,53,92,55,6.08,63,68,46,5,2,5,5,86,0,Yes,1,3.13
609,Male,72,93,58,7.39,56,72,58,0,0,3,4,66,1,Yes,0,0.0
610,Female,50,93,92,6.43,72,97,72,4,4,23,5,85,2,Yes,1,12.34
611,Female,83,89,69,8.49,92,69,43,4,3,7,4,74,5,No,0,0.0
612,Male,59,88,60,6.28,72,45,88,5,5,1,1,83,0,No,1,10.09
613,Female,66,54,52,5.51,44,65,67,1,3,19,5,71,0,Yes,0,0.0
614,Female,90,76,66,7.7,83,47,69,2,1,18,5,83,4,Yes,0,0.0
615,Female,72,74,65,7.75,47,59,85,0,3,2,5,98,5,No,0,0.0
616,Male,86,85,53,5.88,58,89,97,0,4,15,2,84,0,Yes,1,6.71
617,Female,77,57,77,5.58,67,65,96,4,4,23,2,82,0,Yes,1,13.92
618,Female,83,64,75,6.44,45,45,86,5,0,4,2,95,2,No,1,8.01
619,Male,87,69,88,6.42,58,76,46,4,4,8,4,99,1,No,0,0.0
620,Female,66,74,52,6.72,74,92,72,2,2,13,1,77,3,Yes,0,0.0
621,Male,81,83,60,9.03,48,67,91,1,2,9,5,93,5,Yes,0,0.0
622,Male,88,62,57,7.05,71,74,58,4,0,13,3,87,4,Yes,0,0.0
623,Female,74,71,52,6.35,92,98,53,1,5,10,5,88,1,No,1,4.36
624,Male,82,61,94,9.05,78,77,91,5,0,21,0,98,4,No,0,0.0
625,Female,56,76,85,6.17,59,51,56,1,5,2,4,92,4,No,1,14.61
626,Female,92,67,63,6.2,47,99,91,3,3,16,5,78,1,No,1,11.88
627,Male,89,60,61,7.68,66,55,60,4,1,2,4,60,0,No,1,13.35
628,Male,52,77,72,7.64,95,72,99,4,4,15,3,73,4,No,0,0.0
629,Female,65,57,54,5.87,55,76,40,1,4,19,1,72,3,Yes,0,0.0
630,Female,94,66,92,6.8,50,71,48,5,5,2,4,81,3,No,0,0.0
631,Male,71,59,89,7.68,83,80,86,3,0,21,1,76,5,No,0,0.0
632,Male,57,57,50,8.12,79,98,80,3,4,19,5,93,4,No,0,0.0
633,Female,70,50,83,7.12,86,90,41,2,3,22,2,88,0,Yes,1,9.72
634,Female,70,72,62,7.59,56,77,49,4,2,8,0,84,1,Yes,0,0.0
635,Male,73,88,84,6.7,88,43,84,5,3,24,5,87,3,Yes,0,0.0
636,Female,80,81,79,6.38,41,65,95,0,4,5,4,80,0,Yes,1,5.1
637,Male,81,52,75,6.69,72,53,98,1,1,11,3,96,3,No,0,0.0
638,Male,79,81,57,9.11,74,73,69,0,4,2,1,85,2,Yes,1,9.67
639,Male,91,51,87,7.83,56,68,54,3,2,9,4,71,2,No,1,11.88
640,Female,55,82,55,7.28,94,48,65,2,1,6,4,60,4,Yes,0,0.0
641,Male,77,51,83,7.93,93,92,55,0,5,23,2,82,0,Yes,1,13.39
642,Female,91,61,82,7.54,53,75,91,4,3,18,2,76,5,No,0,0.0
643,Female,66,54,87,8.18,73,55,50,5,0,4,4,82,2,No,1,8.14
644,Male,67,72,88,5.9,57,78,75,0,4,13,4,99,4,No,0,0.0
645,Male,74,61,77,9.51,96,56,91,2,2,12,4,65,2,Yes,1,9.56
646,Male,60,53,62,8.22,94,47,97,3,1,11,0,74,2,Yes,1,6.25
647,Female,59,50,83,9.51,60,63,77,0,2,7,4,99,4,Yes,1,11.51
648,Female,81,67,64,8.12,96,90,40,4,3,3,4,83,2,Yes,1,6.72
649,Male,75,76,73,6.37,52,40,42,4,2,1,2,92,0,Yes,0,0.0
650,Male,55,71,91,6.78,51,92,82,2,5,23,2,70,0,No,1,14.12
651,Female,70,86,52,7.73,89,62,75,1,2,24,2,73,4,No,0,0.0
652,Male,66,75,79,8.64,48,40,59,5,3,5,2,76,2,No,0,0.0
653,Female,94,79,72,8.72,97,64,75,2,0,10,3,70,4,No,0,0.0
654,Male,56,74,71,6.11,93,63,98,0,4,0,1,71,1,Yes,1,6.5
655,Female,61,85,53,9.24,87,74,93,4,5,0,3,95,3,No,0,0.0
656,Female,73,66,53,8.23,79,68,83,4,1,16,0,80,0,No,1,5.05
657,Male,56,76,68,7.57,42,72,57,0,3,13,5,64,4,Yes,0,0.0
658,Female,95,74,52,5.92,58,85,86,3,5,24,4,94,2,No,1,9.64
